ROME;Intitule_ROME;Qualif;FAP341;Intitule_FAP341
H2413;Préparation de fils, montage de métiers textiles;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2413;Préparation de fils, montage de métiers textiles;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2414;Préparation et finition d'articles en cuir et matériaux souples;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2414;Préparation et finition d'articles en cuir et matériaux souples;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2415;Contrôle en industrie du cuir et du textile;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2501;Encadrement de production de matériel électrique et électronique;0;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;1;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;2;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;3;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;4;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;5;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;6;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2501;Encadrement de production de matériel électrique et électronique;7;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2501;Encadrement de production de matériel électrique et électronique;8;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2501;Encadrement de production de matériel électrique et électronique;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2502;Management et ingénierie de production;0;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;1;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;2;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;3;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;4;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;5;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;6;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;7;E5X70a;Techniciens des industries de process
H2502;Management et ingénierie de production;8;E5X80;Agents de maitrise et assimilés des industries de process
H2502;Management et ingénierie de production;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;0;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;1;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;2;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;3;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;4;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;5;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;6;D2X31;Ouvriers qualifiés en ajustement, montage et assemblage mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;7;D6X80;Agents de maîtrise et assimilés en fabrication mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;8;D6X80;Agents de maîtrise et assimilés en fabrication mécanique
H2503;Pilotage d'unité élémentaire de production mécanique ou de travail des métaux;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2504;Encadrement d'équipe en industrie de transformation;0;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;1;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;2;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;3;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;4;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;5;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;6;E0X30;Pilotes d'installation lourdes des industries de transformation et d'énergie
H2504;Encadrement d'équipe en industrie de transformation;7;E5X80;Agents de maitrise et assimilés des industries de process
H2504;Encadrement d'équipe en industrie de transformation;8;E5X80;Agents de maitrise et assimilés des industries de process
H2504;Encadrement d'équipe en industrie de transformation;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2505;Encadrement d'équipe ou d'atelier en matériaux souples;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2601;Bobinage électrique;1;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;2;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;5;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;0;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;3;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;4;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;6;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2601;Bobinage électrique;7;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2601;Bobinage électrique;8;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2601;Bobinage électrique;9;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2602;Câblage électrique et électromécanique;1;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;2;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;5;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;0;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;3;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;4;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;6;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
H2602;Câblage électrique et électromécanique;7;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2602;Câblage électrique et électromécanique;8;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2602;Câblage électrique et électromécanique;9;C2X70;Techniciens, agents de maîtrise et assimilés en électricité et en électronique
H2603;Conduite d'installation automatisée de production électrique, électronique et microélectronique;1;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2603;Conduite d'installation automatisée de production électrique, électronique et microélectronique;2;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2603;Conduite d'installation automatisée de production électrique, électronique et microélectronique;5;C0X30a;Ouvriers peu qualifiés de l'électricité et de l'électronique
H2603;Conduite d'installation automatisée de production électrique, électronique et microélectronique;0;C0X30b;Ouvriers qualifiés de l'électricité et de l'électronique
